Part_ID,Category,Unit_Cost,Lead_Time_Days,Demand_Class,ABC_Class,XYZ_Class,ABC_XYZ,Avg_Monthly_Demand,Annual_Demand,Annual_Value,EOQ,Safety_Stock,ROP,Avg_Inventory,Working_Capital,Inventory_Turnover,Days_of_Supply,Stock_Status,Newsvendor_Savings,Recommended_Method,MASE,Cpk,CV
P1383,Cooling System,152.76,26,Lumpy,C,Z,CZ,0.29,3.5,539.14,3.0,2.4,2.6,3.9,591.91,0.911,395.2,Dead Stock,48.52,SBA,0.869,0.064,5.228
P1384,Brake System,56.04,22,Lumpy,C,Z,CZ,0.12,1.4,79.11,3.2,1.2,1.3,2.8,154.62,0.512,703.6,Dead Stock,2.87,SBA,1.26,0.047,7.071
P1385,Electrical,251.16,11,Lumpy,B,Z,BZ,0.94,11.3,2836.6,4.2,2.9,3.3,5.1,1273.11,2.228,161.6,Healthy,255.29,SBA,1.798,0.106,3.145
P1386,Brake System,317.79,28,Smooth,A,X,AX,14.61,175.3,55706.67,14.9,6.0,19.6,13.4,4268.55,13.05,27.6,Healthy,1264.67,Naive,1.248,0.999,0.259
P1387,Transmission,361.74,49,Erratic,A,Z,AZ,2.39,28.7,10383.98,5.6,5.5,9.4,8.3,3000.31,3.461,104.0,Healthy,120.98,SBA,0.946,0.306,1.089
P1388,Engine Components,305.0,24,Erratic,B,Z,BZ,1.71,20.5,6243.63,5.2,3.2,4.5,5.7,1752.63,3.562,101.1,Healthy,150.38,SBA,1.32,0.265,1.257
P1389,Cooling System,144.8,7,Erratic,B,Y,BY,2.53,30.4,4395.24,9.2,1.9,2.5,6.5,945.14,4.65,77.4,Healthy,95.16,SBA,0.678,0.343,0.97
P1390,Suspension,158.68,38,Lumpy,C,Z,CZ,0.65,7.8,1232.11,4.4,4.2,5.0,6.4,1011.32,1.218,295.5,Dead Stock,110.89,SBA,1.042,0.096,3.474
P1391,Brake System,283.03,13,Lumpy,C,Z,CZ,0.61,7.3,2064.45,3.2,2.3,2.5,3.9,1099.76,1.877,191.8,Healthy,185.8,SBA,1.267,0.096,3.464
P1392,Engine Components,225.79,25,Smooth,A,Y,AY,3.51,42.1,9509.95,8.6,2.8,5.7,7.1,1606.41,5.92,60.8,Healthy,240.4,Naive,1.752,0.627,0.53
P1393,Engine Components,242.83,20,Lumpy,B,Z,BZ,1.27,15.3,3713.85,5.0,4.1,4.9,6.6,1595.47,2.328,154.7,Healthy,150.94,SBA,0.61,0.14,2.372
P1394,Suspension,441.87,35,Intermittent,B,Z,BZ,0.78,9.4,4158.77,2.9,2.9,3.8,4.3,1910.98,2.176,165.4,Healthy,259.65,Croston,0.665,0.162,2.056
P1395,Brake System,230.31,14,Lumpy,B,Z,BZ,1.08,12.9,2980.43,4.7,3.0,3.5,5.4,1233.24,2.417,149.0,Healthy,266.4,SBA,1.173,0.135,2.463
P1396,Exhaust System,166.27,15,Lumpy,B,Z,BZ,1.2,14.4,2386.43,5.9,3.3,3.9,6.3,1040.89,2.293,157.0,Healthy,120.36,SBA,1.039,0.139,2.388
P1397,Suspension,186.49,43,Smooth,A,X,AX,11.86,142.4,26547.18,17.5,7.6,24.6,16.4,3054.6,8.691,41.4,Healthy,414.89,Naive,1.313,0.999,0.327
P1398,Brake System,231.03,19,Intermittent,C,Z,CZ,0.61,7.3,1685.18,3.6,1.8,2.2,3.6,834.36,2.02,178.2,Dead Stock,151.67,Croston,1.536,0.144,2.305
P1399,Electrical,173.69,17,Lumpy,C,Z,CZ,0.75,8.9,1553.01,4.5,2.9,3.3,5.1,892.33,1.74,206.9,Healthy,6.76,SBA,1.391,0.107,3.109
P1400,Transmission,531.73,56,Lumpy,A,Z,AZ,1.31,15.8,8382.61,3.4,6.9,9.4,8.6,4593.23,1.825,197.3,Excess Stock,307.55,SBA,0.987,0.142,2.342
P1401,Engine Components,653.03,38,Erratic,A,Z,AZ,1.31,15.8,10294.77,3.1,3.0,4.7,4.5,2966.89,3.47,103.7,Healthy,507.27,SBA,0.698,0.271,1.229
P1402,Engine Components,574.04,37,Lumpy,B,Z,BZ,0.49,5.9,3376.7,2.0,3.8,4.4,4.8,2782.54,1.214,296.7,Excess Stock,303.9,SBA,0.635,0.078,4.282
P1403,Engine Components,466.22,57,Smooth,A,X,AX,5.69,68.2,31812.59,7.7,5.1,16.0,9.0,4184.15,7.603,47.3,Healthy,595.0,Naive,1.434,0.833,0.399
P1404,Transmission,351.76,37,Intermittent,B,Z,BZ,0.61,7.3,2565.76,2.9,2.3,3.1,3.8,1332.02,1.926,186.9,Healthy,125.99,Croston,1.253,0.157,2.113
P1405,Electrical,219.37,6,Intermittent,C,Z,CZ,0.41,4.9,1083.94,3.0,0.8,0.9,2.3,507.67,2.135,168.6,Healthy,46.61,Croston,1.737,0.124,2.685
P1406,Suspension,148.25,22,Smooth,B,Y,BY,1.76,21.2,3139.33,7.6,1.9,3.2,5.7,842.57,3.726,96.6,Healthy,39.74,Naive,1.434,0.434,0.766
P1407,Exhaust System,142.31,24,Smooth,A,X,AX,10.47,125.6,17881.45,18.8,5.0,13.4,14.4,2053.45,8.708,41.3,Healthy,423.76,Naive,1.218,0.999,0.327
P1408,Exhaust System,71.17,21,Intermittent,C,Z,CZ,0.78,9.4,669.8,7.3,1.8,2.4,5.5,389.37,1.72,209.3,Healthy,19.84,Croston,1.761,0.196,1.7
P1409,Electrical,181.84,19,Erratic,B,Z,BZ,1.67,20.0,3636.73,6.6,2.3,3.4,5.7,1029.06,3.534,101.9,Healthy,90.11,SBA,1.416,0.31,1.074
P1410,Fuel System,163.21,14,Lumpy,B,Z,BZ,1.47,17.6,2880.17,6.6,3.7,4.4,7.0,1136.06,2.535,142.0,Healthy,21.39,SBA,1.764,0.15,2.222
P1411,Engine Components,311.19,28,Intermittent,B,Z,BZ,0.57,6.8,2123.43,3.0,1.9,2.5,3.4,1058.58,2.006,179.5,Healthy,16.78,Croston,1.754,0.156,2.126
P1412,Engine Components,194.18,46,Intermittent,C,Z,CZ,0.39,4.7,913.78,3.1,2.4,3.0,3.9,766.2,1.193,301.9,Healthy,6.91,Croston,1.006,0.111,2.991
P1413,Brake System,81.02,26,Lumpy,C,Z,CZ,0.53,6.4,514.7,5.6,3.3,3.8,6.1,497.53,1.035,348.0,Healthy,10.49,SBA,1.267,0.081,4.121
P1414,Engine Components,596.62,55,Intermittent,B,Z,BZ,0.71,8.5,5053.72,2.4,3.3,4.6,4.5,2685.34,1.882,191.3,Excess Stock,454.83,Croston,1.746,0.158,2.105
P1415,Suspension,391.28,21,Lumpy,B,Z,BZ,0.69,8.2,3222.34,2.9,3.3,3.8,4.7,1849.56,1.742,206.6,Dead Stock,4.97,SBA,0.947,0.096,3.469
P1416,Cooling System,36.75,11,Erratic,C,Y,CY,3.2,38.4,1409.45,20.4,2.9,4.0,13.1,480.73,2.932,122.8,Healthy,83.58,SBA,1.112,0.37,0.9
P1417,Engine Components,691.07,22,Intermittent,B,Z,BZ,0.45,5.4,3739.91,1.8,1.5,1.8,2.4,1637.36,2.284,157.6,Healthy,177.49,Croston,0.732,0.142,2.337
P1418,Engine Components,401.55,36,Erratic,A,Z,AZ,1.49,17.9,7180.69,4.2,3.5,5.3,5.6,2261.38,3.175,113.4,Healthy,175.67,SBA,1.779,0.254,1.311
P1419,Suspension,246.63,17,Erratic,A,Y,AY,2.29,27.5,6789.47,6.7,2.6,3.9,6.0,1476.18,4.599,78.3,Healthy,81.98,SBA,1.193,0.358,0.931
P1420,Cooling System,169.33,22,Lumpy,B,Z,BZ,1.71,20.5,3466.26,7.0,5.0,6.3,8.5,1438.08,2.41,149.4,Healthy,22.45,SBA,1.618,0.16,2.087
P1421,Brake System,136.29,20,Intermittent,C,Z,CZ,0.69,8.2,1122.41,4.9,1.8,2.3,4.3,579.52,1.937,185.9,Healthy,101.02,Croston,1.423,0.171,1.946
P1422,Suspension,241.48,36,Lumpy,C,Z,CZ,0.51,6.1,1477.3,3.2,4.0,4.6,5.6,1353.07,1.092,329.7,Excess Stock,132.96,SBA,1.222,0.076,4.367
P1423,Engine Components,160.08,38,Erratic,B,Z,BZ,2.43,29.2,4670.68,8.5,5.0,8.0,9.2,1477.94,3.16,113.9,Healthy,72.4,SBA,1.279,0.302,1.103
P1424,Engine Components,210.14,26,Lumpy,C,Z,CZ,0.73,8.7,1829.44,4.1,4.1,4.7,6.1,1289.99,1.418,253.8,Dead Stock,0.0,SBA,1.708,0.09,3.693
P1425,Body Parts,120.16,32,Lumpy,C,Z,CZ,0.35,4.2,508.93,3.8,3.0,3.4,4.9,591.29,0.861,418.3,Slow Mover,45.8,SBA,1.289,0.066,5.075
P1426,Cooling System,34.18,27,Lumpy,C,Z,CZ,1.1,13.2,450.34,12.4,4.5,5.5,10.8,367.54,1.225,293.8,Healthy,15.81,SBA,0.775,0.126,2.652
P1427,Engine Components,615.32,58,Erratic,A,Z,AZ,2.73,32.7,20124.7,4.6,6.4,11.6,8.7,5341.19,3.768,95.5,Excess Stock,846.81,SBA,1.485,0.326,1.023
P1428,Cooling System,93.96,11,Intermittent,C,Z,CZ,0.71,8.5,795.89,6.0,1.5,1.8,4.5,427.22,1.863,193.2,Healthy,6.42,Croston,1.531,0.151,2.196
P1429,Electrical,161.61,20,Erratic,B,Z,BZ,2.39,28.7,4639.27,8.4,4.3,5.9,8.5,1371.69,3.382,106.4,Healthy,305.27,SBA,0.702,0.25,1.33
P1430,Fuel System,57.31,17,Erratic,C,Z,CZ,2.63,31.5,1806.94,14.8,3.5,5.0,10.9,624.31,2.894,124.4,Healthy,92.47,SBA,1.361,0.312,1.068
P1431,Suspension,175.41,14,Intermittent,C,Z,CZ,0.69,8.2,1444.58,4.3,1.9,2.2,4.0,707.81,2.041,176.4,Healthy,130.01,Croston,1.556,0.137,2.423
P1432,Suspension,318.89,22,Erratic,A,Z,AZ,2.27,27.3,8703.86,5.9,3.6,5.3,6.5,2075.91,4.193,85.9,Healthy,473.27,SBA,0.725,0.298,1.119
P1433,Suspension,436.47,37,Intermittent,B,Z,BZ,0.57,6.8,2978.25,2.5,2.3,3.0,3.6,1559.94,1.909,188.6,Healthy,82.58,Croston,0.917,0.149,2.237
P1434,Electrical,31.21,15,Erratic,C,Z,CZ,2.39,28.7,895.89,19.2,3.6,4.8,13.2,411.86,2.175,165.5,Healthy,38.37,SBA,1.185,0.257,1.296
P1435,Engine Components,806.21,38,Lumpy,C,Z,CZ,0.04,0.5,379.39,0.5,0.5,0.6,0.8,608.68,0.623,577.6,Slow Mover,34.15,SBA,0.652,0.047,7.071
P1436,Engine Components,575.16,48,Erratic,A,Z,AZ,1.88,22.6,12991.88,4.0,5.3,8.3,7.2,4162.34,3.121,115.3,Excess Stock,282.46,SBA,1.191,0.248,1.342
P1437,Brake System,200.08,21,Lumpy,B,Z,BZ,1.0,12.0,2400.93,4.9,4.1,4.8,6.5,1307.96,1.836,196.1,Healthy,21.67,SBA,1.074,0.112,2.97
P1438,Transmission,475.15,27,Lumpy,A,Z,AZ,1.76,21.2,10062.07,4.2,5.4,7.0,7.5,3570.06,2.818,127.7,Excess Stock,789.98,SBA,1.531,0.17,1.962
P1439,Engine Components,201.14,51,Smooth,A,X,AX,11.47,137.6,27686.8,16.5,8.7,28.2,17.0,3411.36,8.116,44.4,Healthy,607.48,Naive,0.808,0.943,0.353
P1440,Electrical,41.55,20,Lumpy,C,Z,CZ,1.39,16.7,694.09,12.7,4.5,5.4,10.8,449.06,1.546,232.9,Healthy,62.47,SBA,0.6,0.139,2.389
P1441,Cooling System,120.14,9,Erratic,B,Z,BZ,2.02,24.2,2911.55,9.0,2.3,2.9,6.8,817.83,3.56,101.1,Healthy,204.01,SBA,0.982,0.262,1.273
P1442,Engine Components,401.29,58,Lumpy,A,Z,AZ,1.76,21.2,8497.83,4.6,8.3,11.7,10.6,4256.51,1.996,180.3,Excess Stock,671.61,SBA,0.714,0.162,2.059
P1443,Electrical,258.32,11,Intermittent,C,Z,CZ,0.45,5.4,1397.99,2.9,1.0,1.2,2.5,640.21,2.184,164.9,Healthy,66.92,Croston,1.311,0.145,2.295
P1444,Suspension,218.57,31,Lumpy,C,Z,CZ,0.12,1.4,308.57,1.6,1.4,1.5,2.2,479.71,0.643,559.7,Dead Stock,27.77,SBA,0.846,0.047,7.071
P1445,Fuel System,51.51,14,Lumpy,C,Z,CZ,0.69,8.2,424.18,8.0,2.6,3.0,6.6,342.3,1.239,290.5,Dead Stock,38.18,SBA,1.191,0.097,3.432
P1446,Engine Components,676.75,30,Smooth,A,X,AX,13.86,166.4,112578.98,9.9,6.4,20.3,11.4,7709.05,14.603,24.7,Healthy,1811.9,Naive,1.752,0.999,0.282
P1447,Transmission,361.34,47,Erratic,A,Z,AZ,2.47,29.6,10712.8,5.7,5.9,9.8,8.8,3176.98,3.372,106.8,Excess Stock,228.1,SBA,1.414,0.286,1.165
P1448,Exhaust System,116.45,7,Intermittent,C,Z,CZ,0.75,8.9,1041.18,5.5,1.2,1.3,3.9,457.13,2.278,158.1,Healthy,93.71,Croston,1.717,0.171,1.95
P1449,Cooling System,134.67,20,Smooth,A,X,AX,13.65,163.8,22055.0,22.1,5.0,14.1,16.0,2156.98,10.225,35.2,Healthy,338.37,Naive,1.092,0.999,0.272
P1450,Transmission,695.15,37,Lumpy,B,Z,BZ,0.25,3.1,2126.33,1.3,2.4,2.7,3.0,2107.21,1.009,356.8,Dead Stock,191.37,SBA,1.769,0.065,5.085
P1451,Suspension,368.95,21,Erratic,A,Z,AZ,3.2,38.4,14150.49,6.4,5.9,8.1,9.1,3353.36,4.22,85.3,Healthy,179.46,SBA,1.474,0.25,1.333
P1452,Electrical,195.21,20,Intermittent,C,Z,CZ,0.55,6.6,1286.07,3.7,1.9,2.3,3.8,737.73,1.743,206.5,Healthy,88.09,Croston,0.634,0.126,2.634
P1453,Fuel System,150.73,20,Erratic,B,Y,BY,2.98,35.8,5390.89,9.7,3.5,5.4,8.3,1256.18,4.292,83.9,Healthy,89.6,SBA,0.743,0.385,0.865
P1454,Electrical,265.83,18,Intermittent,B,Z,BZ,1.31,15.8,4190.77,4.9,2.5,3.3,5.0,1319.78,3.175,113.4,Healthy,45.99,Croston,1.727,0.22,1.511
P1455,Engine Components,368.02,40,Erratic,A,Z,AZ,1.53,18.4,6754.29,4.5,3.5,5.5,5.7,2093.27,3.227,111.6,Healthy,64.28,SBA,1.316,0.28,1.189
P1456,Cooling System,30.17,22,Smooth,B,X,BX,12.31,147.8,4457.59,44.3,4.9,13.9,27.0,815.22,5.468,65.8,Healthy,88.23,Naive,0.783,0.999,0.282
P1457,Transmission,349.58,28,Intermittent,C,Z,CZ,0.43,5.2,1809.56,2.4,2.0,2.4,3.3,1140.53,1.587,226.9,Dead Stock,93.49,Croston,0.783,0.111,2.984
P1458,Electrical,75.09,11,Lumpy,C,Z,CZ,0.65,7.8,583.03,6.4,2.2,2.5,5.4,408.92,1.426,252.5,Healthy,52.47,SBA,1.294,0.096,3.46
P1459,Engine Components,637.77,55,Smooth,A,X,AX,13.92,167.1,106545.45,10.2,7.3,32.8,12.4,7910.77,13.468,26.7,Healthy,2667.91,Naive,0.737,0.999,0.235
P1460,Electrical,184.03,17,Intermittent,C,Z,CZ,0.55,6.6,1212.45,3.8,1.6,1.9,3.5,638.27,1.9,189.5,Healthy,109.12,Croston,1.56,0.143,2.318
P1461,Brake System,208.2,23,Intermittent,B,Z,BZ,1.1,13.2,2743.37,5.0,2.8,3.6,5.3,1103.37,2.486,144.8,Healthy,90.92,Croston,1.787,0.189,1.76
P1462,Electrical,22.26,20,Erratic,C,Z,CZ,2.98,35.8,795.97,25.4,4.2,6.2,16.9,375.82,2.118,170.0,Healthy,10.93,SBA,1.733,0.317,1.052
P1463,Engine Components,687.11,42,Intermittent,B,Z,BZ,0.63,7.5,5173.53,2.1,2.8,3.7,3.9,2646.63,1.955,184.2,Excess Stock,266.38,Croston,1.213,0.145,2.297
P1464,Electrical,102.76,6,Intermittent,C,Z,CZ,0.98,11.8,1209.0,6.8,1.3,1.5,4.7,482.02,2.508,143.5,Healthy,108.34,Croston,0.691,0.184,1.812
P1465,Filters,32.61,8,Erratic,C,Z,CZ,2.25,27.1,882.31,18.2,2.3,2.9,11.5,373.6,2.362,152.4,Healthy,11.41,SBA,0.871,0.272,1.226
P1466,Engine Components,560.2,29,Smooth,A,X,AX,8.76,105.2,58919.68,8.7,5.0,13.5,9.3,5227.63,11.271,31.9,Healthy,1264.42,Naive,1.593,0.944,0.353
P1467,Body Parts,146.25,26,Smooth,A,X,AX,4.37,52.5,7673.64,12.0,2.7,6.5,8.7,1270.1,6.042,59.6,Healthy,229.08,Naive,1.513,0.827,0.402
P1468,Suspension,112.48,25,Smooth,A,X,AX,12.65,151.8,17071.21,23.2,5.8,16.4,17.4,1962.76,8.698,41.4,Healthy,329.44,Naive,1.508,0.999,0.307
P1469,Fuel System,42.47,14,Smooth,C,X,CX,3.69,44.2,1878.56,20.4,2.0,3.7,12.2,517.68,3.629,99.2,Healthy,47.81,Naive,1.207,0.695,0.479
P1470,Exhaust System,163.89,12,Erratic,B,Z,BZ,2.12,25.4,4164.62,7.9,2.3,3.2,6.3,1028.31,4.05,88.9,Healthy,141.72,SBA,1.526,0.314,1.061
P1471,Electrical,258.62,10,Lumpy,B,Z,BZ,1.94,23.3,6024.33,6.0,3.5,4.2,6.5,1689.27,3.566,100.9,Healthy,542.19,SBA,0.656,0.174,1.915
P1472,Transmission,557.38,49,Lumpy,B,Z,BZ,0.49,5.9,3278.73,2.1,4.5,5.3,5.5,3054.3,1.073,335.4,Dead Stock,295.09,SBA,1.492,0.077,4.32
P1473,Fuel System,44.14,15,Lumpy,C,Z,CZ,0.73,8.7,384.24,8.9,3.0,3.4,7.5,329.77,1.165,309.0,Healthy,8.0,SBA,1.554,0.093,3.591
P1474,Suspension,216.79,35,Smooth,A,X,AX,12.25,147.1,31880.97,16.5,5.9,20.2,14.1,3063.85,10.406,34.6,Healthy,474.78,Naive,0.837,0.999,0.271
P1475,Brake System,245.46,18,Lumpy,C,Z,CZ,0.06,0.7,173.26,1.1,0.5,0.6,1.1,261.72,0.662,543.8,Dead Stock,15.59,SBA,1.27,0.047,7.071
P1476,Electrical,222.31,16,Intermittent,C,Z,CZ,0.37,4.5,993.87,2.8,1.5,1.7,3.0,657.85,1.511,238.3,Healthy,89.45,Croston,0.974,0.097,3.443
P1477,Exhaust System,53.32,18,Lumpy,C,Z,CZ,0.78,9.4,501.87,8.4,3.1,3.6,7.3,390.63,1.285,280.2,Healthy,39.49,SBA,0.989,0.106,3.126
P1478,Transmission,200.02,37,Erratic,B,Z,BZ,2.63,31.5,6306.42,7.9,5.4,8.7,9.4,1879.45,3.355,107.3,Healthy,330.27,SBA,0.693,0.295,1.13
P1479,Exhaust System,145.38,21,Intermittent,C,Z,CZ,1.12,13.4,1949.82,6.1,2.4,3.2,5.4,788.46,2.473,145.6,Healthy,175.48,Croston,1.077,0.214,1.551
P1480,Suspension,199.07,18,Lumpy,B,Z,BZ,1.22,14.6,2904.12,5.4,3.7,4.4,6.4,1274.27,2.279,158.0,Healthy,27.16,SBA,1.606,0.14,2.385
P1481,Exhaust System,74.44,13,Erratic,B,Z,BZ,2.35,28.2,2101.97,12.3,2.8,3.9,9.0,669.55,3.139,114.7,Healthy,105.32,SBA,1.544,0.299,1.113
P1482,Engine Components,159.51,55,Erratic,B,Z,BZ,1.86,22.4,3565.42,7.5,4.3,7.7,8.1,1286.51,2.771,129.9,Healthy,104.34,SBA,1.76,0.319,1.042
P1483,Suspension,270.72,21,Lumpy,C,Z,CZ,0.41,4.9,1337.66,2.7,2.9,3.2,4.2,1147.21,1.166,308.7,Excess Stock,120.39,SBA,1.402,0.065,5.094
P1484,Engine Components,777.3,45,Intermittent,B,Z,BZ,0.51,6.1,4755.24,1.8,2.3,3.1,3.2,2507.75,1.896,189.9,Excess Stock,95.47,Croston,1.37,0.146,2.277
P1485,Brake System,308.35,13,Smooth,A,X,AX,5.29,63.5,19589.21,9.1,2.3,4.6,6.8,2097.18,9.341,38.5,Healthy,344.65,Naive,1.647,0.843,0.395
P1486,Brake System,200.58,24,Erratic,A,Z,AZ,2.63,31.5,6324.17,7.9,4.3,6.4,8.2,1650.11,3.833,93.9,Healthy,417.97,SBA,0.965,0.302,1.102
P1487,Brake System,186.48,21,Erratic,B,Z,BZ,1.86,22.4,4168.31,6.9,3.0,4.3,6.5,1209.34,3.447,104.4,Healthy,40.4,SBA,0.624,0.282,1.179
P1488,Transmission,246.78,52,Intermittent,B,Z,BZ,0.73,8.7,2148.45,3.8,3.4,4.7,5.3,1304.11,1.647,218.5,Healthy,69.56,Croston,1.0,0.153,2.168
P1489,Brake System,195.94,12,Intermittent,C,Z,CZ,0.31,3.8,737.66,2.8,1.1,1.2,2.4,479.37,1.539,233.9,Healthy,66.39,Croston,1.108,0.102,3.249
P1490,Suspension,208.19,44,Lumpy,B,Z,BZ,1.2,14.4,2988.17,5.3,6.0,7.8,8.6,1795.03,1.665,216.3,Dead Stock,38.99,SBA,1.27,0.132,2.516
P1491,Brake System,211.96,8,Lumpy,C,Z,CZ,0.71,8.5,1795.44,4.0,2.1,2.3,4.1,873.75,2.055,175.2,Healthy,161.59,SBA,0.751,0.094,3.541
P1492,Brake System,151.9,12,Intermittent,C,Z,CZ,0.98,11.8,1787.06,5.6,1.9,2.3,4.7,718.79,2.486,144.8,Healthy,160.84,Croston,1.12,0.174,1.911
P1493,Brake System,111.08,28,Erratic,B,Z,BZ,2.47,29.6,3293.26,10.3,4.0,6.3,9.1,1015.17,3.244,111.0,Healthy,67.34,SBA,1.332,0.329,1.012
P1494,Engine Components,219.99,18,Lumpy,B,Z,BZ,1.14,13.6,3002.21,5.0,3.9,4.6,6.4,1400.72,2.143,168.0,Healthy,138.74,SBA,0.756,0.124,2.675
P1495,Electrical,100.51,6,Lumpy,C,Z,CZ,0.45,5.4,543.93,4.6,1.4,1.5,3.7,376.18,1.446,249.0,Healthy,48.95,SBA,0.677,0.078,4.287
P1496,Electrical,43.32,20,Intermittent,C,Z,CZ,1.18,14.1,611.59,11.4,2.2,3.0,7.9,343.51,1.78,202.2,Healthy,25.27,Croston,1.504,0.237,1.405
P1497,Electrical,64.35,12,Intermittent,C,Z,CZ,1.08,12.9,832.73,9.0,1.9,2.3,6.3,407.77,2.042,176.3,Healthy,52.53,Croston,0.636,0.202,1.651
P1498,Suspension,445.06,34,Lumpy,B,Z,BZ,0.53,6.4,2827.45,2.4,3.3,3.9,4.5,1990.72,1.42,253.5,Excess Stock,145.6,SBA,1.542,0.094,3.536
P1499,Brake System,167.13,26,Intermittent,C,Z,CZ,0.67,8.0,1337.03,4.4,2.2,2.8,4.4,729.97,1.832,196.5,Dead Stock,97.37,Croston,0.763,0.156,2.135
P1500,Fuel System,123.4,17,Lumpy,C,Z,CZ,1.18,14.1,1742.07,6.8,3.5,4.2,6.9,852.43,2.044,176.2,Healthy,85.8,SBA,1.622,0.138,2.42
P1501,Suspension,400.71,19,Intermittent,B,Z,BZ,0.71,8.5,3394.26,2.9,2.2,2.7,3.7,1484.02,2.287,157.4,Healthy,18.86,Croston,1.108,0.137,2.434
P1502,Suspension,448.27,21,Lumpy,C,Z,CZ,0.0,0.0,0.0,0.3,0.0,0.0,0.1,66.95,0.0,999.0,Dead Stock,0.0,SBA,1.422,0.0,999.0
P1503,Engine Components,579.46,41,Erratic,A,Z,AZ,2.35,28.2,16361.24,4.4,5.0,8.2,7.2,4171.74,3.922,91.8,Excess Stock,594.31,SBA,1.291,0.302,1.103
P1504,Brake System,268.43,12,Intermittent,B,Z,BZ,1.02,12.2,3284.32,4.3,1.8,2.2,3.9,1059.92,3.099,116.2,Healthy,253.37,Croston,1.205,0.195,1.71
P1505,Brake System,134.91,26,Lumpy,B,Z,BZ,2.65,31.8,4285.34,9.7,6.6,8.9,11.4,1539.54,2.784,129.3,Healthy,93.98,SBA,0.61,0.206,1.618
P1506,Brake System,129.08,11,Intermittent,C,Z,CZ,1.18,14.1,1822.3,6.6,1.8,2.3,5.1,662.6,2.75,130.9,Healthy,121.85,Croston,0.896,0.214,1.558
P1507,Electrical,123.51,11,Intermittent,C,Z,CZ,0.84,10.1,1249.61,5.7,1.5,1.8,4.4,538.03,2.323,155.0,Healthy,25.67,Croston,1.565,0.187,1.779
P1508,Suspension,322.28,18,Erratic,A,Z,AZ,2.49,29.9,9630.42,6.1,4.3,5.8,7.4,2371.84,4.06,88.7,Healthy,314.37,SBA,0.701,0.245,1.36
P1509,Electrical,196.73,14,Intermittent,C,Z,CZ,0.8,9.6,1897.91,4.4,1.8,2.2,4.0,785.95,2.415,149.1,Healthy,15.27,Croston,1.659,0.169,1.971
P1510,Transmission,373.38,49,Lumpy,C,Z,CZ,0.25,3.1,1142.11,1.8,2.7,3.1,3.6,1355.43,0.843,427.2,Slow Mover,88.94,SBA,1.527,0.065,5.085
P1511,Exhaust System,55.65,22,Erratic,C,Z,CZ,2.35,28.2,1571.22,14.2,3.5,5.3,10.7,593.25,2.648,135.9,Healthy,76.23,SBA,0.621,0.312,1.067
P1512,Transmission,547.82,42,Lumpy,B,Z,BZ,0.9,10.8,5929.32,2.8,5.1,6.4,6.5,3565.34,1.663,216.5,Excess Stock,48.92,SBA,1.414,0.115,2.907
P1513,Cooling System,49.25,14,Lumpy,C,Z,CZ,0.31,3.8,185.41,5.5,1.8,1.9,4.6,224.86,0.825,436.6,Dead Stock,16.69,SBA,0.674,0.065,5.108
P1514,Engine Components,576.35,33,Erratic,A,Z,AZ,2.57,30.8,17765.11,4.6,5.3,8.2,7.6,4404.06,4.034,89.2,Excess Stock,490.67,SBA,0.746,0.277,1.202
P1515,Engine Components,661.05,27,Smooth,A,X,AX,6.86,82.4,54439.59,7.1,4.7,10.9,8.3,5471.76,9.949,36.2,Healthy,987.13,Naive,0.894,0.751,0.443
P1516,Engine Components,666.35,52,Lumpy,A,Z,AZ,0.92,11.1,7369.05,2.6,6.4,8.0,7.7,5134.17,1.435,250.8,Excess Stock,610.6,SBA,1.641,0.104,3.215
P1517,Electrical,215.41,9,Smooth,A,Y,AY,3.75,44.9,9680.77,9.1,1.7,2.8,6.3,1352.25,7.159,50.3,Healthy,168.7,Naive,0.682,0.657,0.507
P1518,Fuel System,186.48,24,Smooth,A,X,AX,4.2,50.4,9389.77,10.4,3.1,6.4,8.3,1538.92,6.102,59.0,Healthy,190.26,Naive,0.719,0.672,0.495
P1519,Brake System,182.49,8,Lumpy,B,Z,BZ,1.8,21.6,3950.34,6.9,3.2,3.7,6.7,1215.83,3.249,110.8,Healthy,314.42,SBA,1.249,0.159,2.1
P1520,Cooling System,139.54,17,Intermittent,C,Z,CZ,1.14,13.6,1904.27,6.3,2.3,2.9,5.4,751.89,2.533,142.1,Healthy,65.6,Croston,0.939,0.207,1.606
P1521,Engine Components,606.33,53,Lumpy,A,Z,AZ,1.78,21.4,12982.6,3.8,8.7,11.9,10.6,6418.29,2.023,178.0,Excess Stock,526.5,SBA,0.913,0.149,2.232
P1522,Cooling System,58.0,7,Lumpy,C,Z,CZ,0.71,8.5,491.26,7.6,1.6,1.7,5.4,312.12,1.574,228.7,Dead Stock,11.64,SBA,1.332,0.12,2.781
P1523,Brake System,52.06,28,Lumpy,C,Z,CZ,0.69,8.2,428.77,8.0,3.9,4.5,7.8,408.07,1.051,342.6,Dead Stock,38.59,SBA,0.652,0.094,3.54
P1524,Engine Components,359.71,57,Lumpy,B,Z,BZ,0.61,7.3,2623.75,2.8,4.7,5.8,6.1,2199.13,1.193,301.7,Excess Stock,88.24,SBA,1.003,0.098,3.403
